web-scraper-order,web-scraper-start-url,story-link,story-link-href,story-text
"1584588169-152","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","At the inquest, Cerven’s conversation with his mother is translated into English."
"1584588169-117","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Twice a day, every day, Cerven trained at a Vancouver boxing gym, where he befriended Yousuf Moghni and his partner Victoria Safronova. Safronova described him as a shy, kind person, who loved his mother dearly."
"1584588171-279","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","One woman was so delighted to finally own her own bathroom, she told anyone who would listen she planned to sleep in her bathtub for the first week."
"1584588176-403","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","“I was a sensitive kid, I could sense that I looked different, the way I did things was different and not speaking English was just a big marker of difference. And I had that classic experience with food. It was for shared lunch, my mum had made these purple rice balls with tuna in them. I just remember these two boys saying, ‘Ew! Why is this rice purple, that's gross’. My friend at the time was so nice and ate one in front of everyone but no one else touched them.”"
"1584588169-190","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","A recording of the nine-minute conversation is played at the inquest:"
"1584588169-119","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","They became “like family,” Safronova said. They loved to watch UFC fighting together. “We were always joking that in two-three years we will turn on the TV and see David there. Fighting for the championship. I can’t believe it won’t happen anymore. The David I knew would never, ever try to take his own life - this is very confusing for me.”"
"1584588174-372","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","Dr Ros Vallings has researched and treated ME/CFS for 40 years 
Photo: Supplied"
"1584588174-364","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","The documentary contains scenes of Brea crawling on her hands and knees down her hallway before collapsing facedown in a heap. She is frequently filmed in bed wearing ear plugs and an eye mask, as she cannot tolerate light and noise. She’s shown trying to talk to her husband, but instead stuttering and groaning before giving up."
"1584588171-267","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Urban historian Ben Schrader. 
Photo: Supplied"
"1584588165-91","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Little is calling the summit the “first step” towards “fixing our broken criminal justice system”. The Sensible Sentencing Trust is calling it “a predetermined farce [and] a total waste of taxpayer money,” that “will release findings that are at best worthless, and at worst – and far more likely – downright dangerous for the law abiding citizens of New Zealand, whatever their race”."
"1584588162-25","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","Golf-Papez says the challenge lies in how to silence trolls when responding is exactly what they want. “Enablers keep trolls going,” she says. She hopes to do further research into what motivates them and what kind of people they tend to be."
"1584588171-313","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Deep within Victoria’s School of Architecture on Vivian Street, the Gordon Wilson Flats are being recreated in a virtual reality simulation."
"1584588171-252","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","The flats are a monument to a post-war era mindset of high-and-wide living. 
Photo: Image: Rebekah Parsons-King/The Wireless"
"1584588169-177","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“You have nothing to do with it. I love you.”"
"1584588169-174","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Judith and Vyrvova drove around the quiet streets of Glenfield looking for Cerven, without any luck. At 4pm, he answered his phone, but wouldn’t say where he was. At 4.09pm he answered again. He was in a car, heading to the city. He was no longer crying."
"1584588169-247","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Rural Support Trust Helpline: 0800 787 254"
"1584588171-258","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","For six years it has seemed like the Gordon Wilson Flats have been discussed in the past tense. A monument to a post-war era mindset of high-and-wide living, it has decayed and embraced its own ghost story. A neighbour living in its imperious shadow calls it a “rat-infested eyesore”."
"1584588169-193","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Eight minutes into the conversation, the operator asks for his name again, this time entering the correct spelling into the system. She sees he is wanted for aggravated robbery. Police are sent to the park. “Nothing about this job feels right,” one of the officers remarks to her colleague, as they get into the squad car."
"1584588176-398","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Now a political organiser at People Against Prisons Aotearoa and a part-time DJ, Zionov talks about playing up to certain identities. “I've had instances where I've overperformed my New Zealand-ness and Jewishness and neither of them have felt right.” she says."
"1584588171-255","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Located on the edge of the city, on The Terrace, it towers, almost menacingly, over modern townhouses, cute Edwardian homes and small apartment blocks."
"1584588169-248","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Healthline: 0800 611 116"
"1584588171-273","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","The GW flats' sister building on Greys Ave in Auckland. 
Photo: Supplied"
